What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
She is one of my favorite character,She is a great character,Friends,Lovers,positive,less positive,less positive,neutral,less negative,negative,less positive,neutral,positive,positive,positive,less positive,less positive,less positive
She is one of my favorite character,She is a great character,Friends,Lovers,positive,positive,neutral,less negative,negative,positive,less negative,neutral,positive,positive,positive,less negative,neutral,positive
She is one of my favorite character,She is a great character,Friends,Friends,positive,neutral,positive,negative,negative,negative,negative,neutral,positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Friends,Lovers,positive,less positive,neutral,neutral,negative,less negative,less positive,neutral,positive,positive,less positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Lovers,Lovers,positive,positive,positive,neutral,less negative,neutral,even less negative,neutral,positive,less positive,positive,less positive,less positive,positive
She is one of my favorite character,She is a great character,Friends,Lovers,positive,positive,neutral,negative,negative,negative,negative,neutral,neutral,less positive,positive,negative,less positive,positive
She is one of my favorite character,She is a good character,Friends,Lovers,positive,positive,less positive,negative,negative,negative,even less negative,negative,positive,positive,positive,less positive,positive,positive
She is one of my favorite character,She is a great character,Strangers,Friends,positive,positive,positive,positive,negative,neutral,even less poitive,neutral,positive,less positive,less positive,neutral,less positive,neutral
She is one of my favorite character,She is a great character,Lovers,Friends,positive,neutral,neutral,less positive,negative,neutral,even less negative,neutral,positive,less positive,positive,less negative,neutral,positive
She is one of my favorite character,She is a great character,Friends,Something else,positive,positive,neutral,neutral,less negative,neutral,less negative,less negative,positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Friends,Lovers,positive,positive,negative,negative,negative,negative,neutral,less negative,positive,positive,neutral,neutral,positive,positive
She is one of my favorite character,She is a great character,Friends,Lovers,positive,less positive,neutral,negative,negative,negative,negative,neutral,positive,positive,negative,neutral,positive,less positive
She is one of my favorite character,Her writing is not over,Friends,Friends,positive,positive,neutral,negative,negative,less positive,neutral,negative,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,positive,positive,less positive,negative,negative,negative,negative,neutral,positive,positive,positive,less positive,less positive,positive
She is one of my favorite character,She is a good character,Friends,Strangers,positive,less positive,less positive,less negative,negative,less positive,negative,neutral,less positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,positive,positive,neutral,neutral,negative,neutral,neutral,negative,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,She is a great character,Friends,Lovers,positive,positive,less positive,neutral,negative,negative,even less negative,neutral,positive,positive,positive,less positive,positive,positive
She is one of my favorite character,She is a great character,Friends,Lovers,positive,positive,positive,neutral,negative,negative,negative,negative,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,positive,positive,less positive,less negative,negative,negative,even less poitive,neutral,less positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,positive,less positive,positive,negative,negative,negative,even less negative,neutral,positive,positive,positive,negative,less positive,positive
